total_weight_gr,Total Diskon,num_product_categories,Ongkos Kirim Dibayar oleh Pembeli,Estimasi Potongan Biaya Pengiriman,Total Pembayaran,Perkiraan Ongkos Kirim,discount_ratio,shipping_ratio,is_cod,has_shipping_discount,order_year,order_month,product_categories,Opsi Pengiriman,Metode Pembayaran,Kota/Kabupaten,Provinsi,net_qty,demand_level,label
500,0,1,0,7500,18238,7500,0.0,0.41122930145849323,1,1,2024,9,Celengan,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KOTA SERANG,BANTEN,1,Low Demand,0
32000,0,1,584000,40000,2290000,624000,0.0,0.2724890829694323,0,1,2024,9,Seal / Baut / Roof,Reguler (Cashless)-J&T Express,Online Payment,KOTA BANJARBARU,KALIMANTAN SELATAN,2,Medium Demand,1
500,0,1,3000,10000,24750,13000,0.0,0.5252525252525253,0,1,2024,9,Celengan,Hemat Kargo-SPX Hemat,Online Payment,KAB. PANDEGLANG,BANTEN,1,Low Demand,0
1200,0,1,16100,20000,48022,36100,0.0,0.7517387863895715,1,1,2024,9,Peralatan Makan,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. BANGKA BARAT,BANGKA BELITUNG,1,Low Demand,0
1000,0,1,0,10000,41392,10000,0.0,0.24159257827599537,1,1,2024,9,Celengan,Reguler (Cashless)-SPX Standard,COD (Bayar di Tempat),KOTA SERANG,BANTEN,2,Medium Demand,1
400,0,1,1000,20000,33640,21000,0.0,0.6242568370986921,1,1,2024,9,Mangkok Sambal / Saus,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KOTA PADANG,SUMATERA BARAT,2,Medium Demand,1
2000,0,1,2000,20000,40188,22000,0.0,0.547427092664477,0,1,2024,9,Celengan,Hemat Kargo-SPX Hemat,SPayLater,KOTA BENGKULU,BENGKULU,2,Medium Demand,1
2000,0,1,0,19000,37559,19000,0.0,0.5058707633323571,0,1,2024,9,Celengan,Reguler (Cashless)-SPX Standard,Saldo ShopeePay,KOTA BANDAR LAMPUNG,LAMPUNG,2,Medium Demand,1
100,0,1,0,10000,10690,10000,0.0,0.9354536950420954,1,1,2024,9,Aksesoris Pintu,Reguler (Cashless)-SPX Standard,COD (Bayar di Tempat),KOTA JAKARTA UTARA,DKI JAKARTA,1,Low Demand,0
400,0,1,20100,20000,52102,40100,0.0,0.7696441595332233,1,1,2024,9,Mangkok Sambal / Saus,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. BARITO UTARA,KALIMANTAN TENGAH,2,Medium Demand,1
400,0,1,0,13000,32620,13000,0.0,0.39852851011649293,1,1,2024,9,Mangkok Sambal / Saus,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. LEBAK,BANTEN,2,Medium Demand,1
1000,0,1,0,10000,35476,10000,0.0,0.2818807080843387,1,1,2024,9,Celengan,Reguler (Cashless)-SPX Standard,COD (Bayar di Tempat),KAB. TANGERANG,BANTEN,2,Medium Demand,1
1200,0,1,1000,15000,33640,16000,0.0,0.4756242568370987,1,1,2024,9,Baskom / Mangkok Besar,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. PATI,JAWA TENGAH,2,Medium Demand,1
1200,0,1,4500,30000,79096,34500,0.0,0.4361788206736118,1,1,2024,9,Lunch Box / Rantang,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. REJANG LEBONG,BENGKULU,1,Low Demand,0
80,0,1,0,9500,6610,9500,0.0,1.4372163388804842,1,1,2024,9,Aksesoris Pintu,Reguler (Cashless)-SPX Standard,COD (Bayar di Tempat),KAB. BOGOR,JAWA BARAT,1,Low Demand,0
500,0,1,0,10000,21800,10000,0.0,0.45871559633027525,0,1,2024,9,Celengan,Reguler (Cashless)-SPX Standard,Online Payment,KOTA JAKARTA TIMUR,DKI JAKARTA,1,Low Demand,0
2500,0,1,84000,0,369066,84000,0.0,0.22760156719936273,0,0,2024,9,Other,Hemat Kargo-SPX Hemat,Kartu Kredit/Debit,KAB. BADUNG,BALI,10,High Demand,2
80,0,1,0,9500,6100,9500,0.0,1.5573770491803278,1,1,2024,9,Aksesoris Pintu,Reguler (Cashless)-SPX Standard,COD (Bayar di Tempat),KAB. BOGOR,JAWA BARAT,1,Low Demand,0
400,0,1,1000,15000,32620,16000,0.0,0.49049662783568365,1,1,2024,9,Mangkok Sambal / Saus,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. JEMBER,JAWA TIMUR,2,Medium Demand,1
500,0,1,0,10000,17900,10000,0.0,0.5586592178770949,0,1,2024,9,Celengan,Reguler (Cashless)-SPX Standard,SeaBank Bayar Instan,KOTA JAKARTA SELATAN,DKI JAKARTA,1,Low Demand,0
100,0,1,0,9500,11000,9500,0.0,0.8636363636363636,0,1,2024,9,Aksesoris Pintu,Reguler (Cashless)-SPX Standard,Saldo ShopeePay,KOTA BOGOR,JAWA BARAT,1,Low Demand,0
2000,0,1,0,10000,41627,10000,0.0,0.24022869772022967,1,1,2024,9,Celengan,Reguler (Cashless)-SPX Standard,COD (Bayar di Tempat),KAB. BEKASI,JAWA BARAT,2,Medium Demand,1
600,0,1,0,20000,42000,20000,0.0,0.47619047619047616,0,1,2024,9,Mangkok Sambal / Saus,Hemat Kargo-SPX Hemat,Saldo ShopeePay,KOTA JAMBI,JAMBI,3,Medium Demand,1
300,0,1,1000,15000,13138,16000,0.0,1.2178413761607552,1,1,2024,9,Keranjang,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. KUNINGAN,JAWA BARAT,1,Low Demand,0
1000,0,1,8000,40000,101980,48000,0.0,0.4706805255932536,1,1,2024,9,Peralatan Makan,Reguler (Cashless)-J&T Express,COD (Bayar di Tempat),KOTA MANADO,SULAWESI UTARA,1,Low Demand,0
500,0,1,0,9000,19000,9000,0.0,0.47368421052631576,0,1,2024,9,Celengan,Hemat Kargo-SPX Hemat,Saldo ShopeePay,KAB. BANDUNG,JAWA BARAT,1,Low Demand,0
2200,0,2,0,10000,38740,10000,0.0,0.2581311306143521,1,1,2024,9,"Celengan, Peralatan Makan",Reguler (Cashless)-SPX Standard,COD (Bayar di Tempat),KOTA BEKASI,JAWA BARAT,2,Medium Demand,1
32000,0,1,24000,40000,277023,64000,0.0,0.23102774859849182,0,1,2024,9,Baskom / Mangkok Besar,Hemat Kargo-SPX Hemat,SPayLater,KOTA JAKARTA TIMUR,DKI JAKARTA,4,High Demand,2
500,0,1,0,8000,18170,8000,0.0,0.4402861860209136,0,1,2024,9,Celengan,Hemat Kargo-SPX Hemat,SPayLater,KOTA JAKARTA TIMUR,DKI JAKARTA,1,Low Demand,0
80,0,1,0,10000,6610,10000,0.0,1.51285930408472,1,1,2024,9,Aksesoris Pintu,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. KARAWANG,JAWA BARAT,1,Low Demand,0
80,0,1,0,10000,6610,10000,0.0,1.51285930408472,1,1,2024,9,Aksesoris Pintu,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. KARAWANG,JAWA BARAT,1,Low Demand,0
1200,0,1,0,11000,36100,11000,0.0,0.3047091412742382,0,1,2024,9,Mangkok Sambal / Saus,Reguler (Cashless)-SPX Standard,Saldo ShopeePay,KAB. BANDUNG,JAWA BARAT,3,Medium Demand,1
3000,0,1,29000,40000,118938,69000,0.0,0.5801341875599052,1,1,2024,9,Baskom / Mangkok Besar,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KOTA MEDAN,SUMATERA UTARA,1,Low Demand,0
2000,0,1,0,10000,35800,10000,0.0,0.27932960893854747,0,1,2024,9,Celengan,Reguler (Cashless)-SPX Standard,Online Payment,KOTA JAKARTA UTARA,DKI JAKARTA,2,Medium Demand,1
200,0,1,0,10000,16810,10000,0.0,0.594883997620464,1,1,2024,9,Mangkok Sambal / Saus,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. KARAWANG,JAWA BARAT,1,Low Demand,0
3000,0,1,0,30000,206471,30000,0.0,0.14529885552934796,0,1,2024,9,Other,Reguler (Cashless)-JNE Reguler,Online Payment,KOTA JAKARTA SELATAN,DKI JAKARTA,1,Low Demand,0
1000,0,1,0,10000,32000,10000,0.0,0.3125,0,1,2024,9,Teko / Jug,Reguler (Cashless)-JNE Reguler,Saldo ShopeePay,KOTA JAKARTA UTARA,DKI JAKARTA,1,Low Demand,0
1200,0,1,0,17000,79158,17000,0.0,0.21476035271229693,1,1,2024,9,Lunch Box / Rantang,Reguler (Cashless)-SPX Standard,COD (Bayar di Tempat),KAB. SUMEDANG,JAWA BARAT,1,Low Demand,0
400,0,1,1000,20000,32620,21000,0.0,0.6437768240343348,1,1,2024,9,Mangkok Sambal / Saus,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KOTA PEKANBARU,RIAU,2,Medium Demand,1
1000,0,1,1000,15000,17830,16000,0.0,0.89736399326977,1,1,2024,9,Tempat Nasi,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. MAGETAN,JAWA TIMUR,1,Low Demand,0
160,0,1,0,11000,12000,11000,0.0,0.9166666666666666,0,1,2024,9,Aksesoris Pintu,Reguler (Cashless)-SPX Standard,Saldo ShopeePay,KAB. BANDUNG,JAWA BARAT,2,Medium Demand,1
2100,0,1,1000,15000,97455,16000,0.0,0.16417833872043508,0,1,2024,9,Lunch Box / Rantang,Hemat Kargo-SPX Hemat,SPayLater,KOTA DEPOK,JAWA BARAT,7,High Demand,2
500,0,1,0,13000,19000,13000,0.0,0.6842105263157895,0,1,2024,9,Celengan,Reguler (Cashless)-SPX Standard,Online Payment,KOTA BANDUNG,JAWA BARAT,1,Low Demand,0
500,0,1,7000,10000,24000,17000,0.0,0.7083333333333334,1,1,2024,9,Celengan,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KOTA PALEMBANG,SUMATERA SELATAN,1,Low Demand,0
2400,0,1,0,30000,152939,30000,0.0,0.19615663761368912,1,1,2024,9,Lunch Box / Rantang,Reguler (Cashless)-SPX Standard,COD (Bayar di Tempat),KAB. BOGOR,JAWA BARAT,2,Medium Demand,1
1200,0,1,1000,15000,45370,16000,0.0,0.3526559400484902,1,1,2024,9,Baskom / Mangkok Besar,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. NGAWI,JAWA TIMUR,1,Low Demand,0
500,0,1,16000,0,34558,16000,0.0,0.46298975635164075,1,0,2024,9,Celengan,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. KUDUS,JAWA TENGAH,1,Low Demand,0
400,0,1,15500,20000,48430,35500,0.0,0.733016725170349,1,1,2024,9,Mangkok Sambal / Saus,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. MERANGIN,JAMBI,2,Medium Demand,1
300,0,1,1000,15000,13138,16000,0.0,1.2178413761607552,1,1,2024,9,Keranjang,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. BANGKALAN,JAWA TIMUR,1,Low Demand,0
1500,0,2,0,10000,25378,10000,0.0,0.3940420836945386,1,1,2024,9,"Celengan, Lunch Box / Rantang",Reguler (Cashless)-SPX Standard,COD (Bayar di Tempat),KOTA JAKARTA BARAT,DKI JAKARTA,2,Medium Demand,1
1000,0,1,10000,0,39377,10000,0.0,0.25395535464865276,0,0,2024,9,Lunch Box / Rantang,Reguler (Cashless)-SPX Standard,Online Payment,KAB. BEKASI,JAWA BARAT,1,Low Demand,0
2000,0,1,0,10000,35744,10000,0.0,0.27976723366159356,0,1,2024,9,Celengan,Reguler (Cashless)-SPX Standard,SPayLater,KAB. TANGERANG,BANTEN,2,Medium Demand,1
1000,0,1,0,10000,180360,10000,0.0,0.05544466622310934,0,1,2024,9,Other,Reguler (Cashless)-SPX Standard,Saldo ShopeePay,KOTA TANGERANG SELATAN,BANTEN,1,Low Demand,0
1200,0,1,500,15000,27010,15500,0.0,0.5738615327656423,1,1,2024,9,Baskom / Mangkok Besar,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. GARUT,JAWA BARAT,1,Low Demand,0
500,0,1,9000,0,26941,9000,0.0,0.33406332355888796,1,0,2024,9,Celengan,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KOTA JAKARTA PUSAT,DKI JAKARTA,1,Low Demand,0
6020,0,2,48000,60000,367221,108000,0.0,0.2941008275670509,1,1,2024,9,"Baskom / Mangkok Besar, Perlengkapan Packing",Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. SUMBAWA BARAT,NUSA TENGGARA BARAT (NTB),2,Medium Demand,1
500,0,1,0,9500,18900,9500,0.0,0.5026455026455027,0,1,2024,9,Celengan,Reguler (Cashless)-SPX Standard,Saldo ShopeePay,KOTA BEKASI,JAWA BARAT,1,Low Demand,0
500,0,1,0,8000,22000,8000,0.0,0.36363636363636365,0,1,2024,9,Celengan,Hemat Kargo-SPX Hemat,Online Payment,KOTA BEKASI,JAWA BARAT,1,Low Demand,0
1000,0,1,1000,15000,27500,16000,0.0,0.5818181818181818,0,1,2024,9,Baskom / Mangkok Besar,Hemat Kargo-SPX Hemat,Online Payment,KOTA KEDIRI,JAWA TIMUR,1,Low Demand,0
600,0,1,14500,20000,61500,34500,0.0,0.5609756097560976,0,1,2024,9,Mangkok Sambal / Saus,Hemat Kargo-SPX Hemat,Saldo ShopeePay,KAB. HULU SUNGAI TENGAH,KALIMANTAN SELATAN,3,Medium Demand,1
500,0,1,0,8000,17238,8000,0.0,0.4640909618285184,1,1,2024,9,Celengan,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. BOGOR,JAWA BARAT,1,Low Demand,0
700,0,1,0,10000,26500,10000,0.0,0.37735849056603776,0,1,2024,9,Baskom / Mangkok Besar,Reguler (Cashless)-SPX Standard,Kartu Kredit/Debit,KAB. BEKASI,JAWA BARAT,1,Low Demand,0
500,0,1,0,8000,18238,8000,0.0,0.43864458822239283,1,1,2024,9,Celengan,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KOTA JAKARTA TIMUR,DKI JAKARTA,1,Low Demand,0
500,0,1,7000,10000,25378,17000,0.0,0.6698715422807155,1,1,2024,9,Celengan,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KOTA PALEMBANG,SUMATERA SELATAN,1,Low Demand,0
300,0,1,2500,15000,19500,17500,0.0,0.8974358974358975,1,1,2024,9,Peralatan Kamar Mandi,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. MOJOKERTO,JAWA TIMUR,1,Low Demand,0
1700,0,1,16000,15000,56120,31000,0.0,0.5523877405559515,1,1,2024,9,Nampan / Tray,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. TASIKMALAYA,JAWA BARAT,1,Low Demand,0
500,0,1,8000,0,26398,8000,0.0,0.3030532616107281,1,0,2024,9,Celengan,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KOTA JAKARTA TIMUR,DKI JAKARTA,1,Low Demand,0
400,0,1,8500,25000,40500,33500,0.0,0.8271604938271605,0,1,2024,9,Mangkok Sambal / Saus,Hemat Kargo-SPX Hemat,Saldo ShopeePay,KAB. KARANGASEM,BALI,2,Medium Demand,1
80,0,1,6000,10000,12440,16000,0.0,1.2861736334405145,1,1,2024,9,Aksesoris Pintu,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. TASIKMALAYA,JAWA BARAT,1,Low Demand,0
400,0,2,0,8000,32000,8000,0.0,0.25,0,1,2024,9,"Other, Saringan / Strainer",Hemat Kargo-SPX Hemat,Saldo ShopeePay,KAB. BEKASI,JAWA BARAT,2,Medium Demand,1
200,0,1,8000,0,23078,8000,0.0,0.3466504896438166,0,0,2024,9,Mangkok Sambal / Saus,Hemat Kargo-SPX Hemat,Saldo ShopeePay,KOTA BOGOR,JAWA BARAT,1,Low Demand,0
3400,0,1,7000,25000,73000,32000,0.0,0.4383561643835616,0,1,2024,9,Nampan / Tray,Hemat Kargo-SPX Hemat,Online Payment,KOTA BANDAR LAMPUNG,LAMPUNG,2,Medium Demand,1
1600,0,2,0,10000,34000,10000,0.0,0.29411764705882354,0,1,2024,9,"Celengan, Keranjang",Hemat Kargo-SPX Hemat,Saldo ShopeePay,KAB. KARAWANG,JAWA BARAT,2,Medium Demand,1
1000,0,1,16000,0,43640,16000,0.0,0.36663611365719523,1,0,2024,9,Baskom / Mangkok Besar,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. LUMAJANG,JAWA TIMUR,1,Low Demand,0
600,0,1,0,10000,48500,10000,0.0,0.20618556701030927,0,1,2024,9,Mangkok Sambal / Saus,Reguler (Cashless)-JNE Reguler,Saldo ShopeePay,KOTA JAKARTA UTARA,DKI JAKARTA,3,Medium Demand,1
500,0,1,0,10000,18576,10000,0.0,0.5383290267011197,1,1,2024,9,Celengan,Reguler (Cashless)-SPX Standard,COD (Bayar di Tempat),KOTA JAKARTA TIMUR,DKI JAKARTA,1,Low Demand,0
2100,0,1,1000,15000,33000,16000,0.0,0.48484848484848486,0,1,2024,9,Keranjang,Hemat Kargo-SPX Hemat,Saldo ShopeePay,KOTA BEKASI,JAWA BARAT,3,Medium Demand,1
4000,0,1,12000,20000,90440,32000,0.0,0.35382574082264484,1,1,2024,9,Lunch Box / Rantang,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. SUMENEP,JAWA TIMUR,2,Medium Demand,1
1000,0,1,0,10000,21759,10000,0.0,0.45957994393124685,0,1,2024,9,Tempat Nasi,Reguler (Cashless)-SPX Standard,SeaBank Bayar Instan,KOTA BOGOR,JAWA BARAT,1,Low Demand,0
3300,0,2,1000,15000,38232,16000,0.0,0.4184975936388366,1,1,2024,9,"Celengan, Keranjang",Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. TEGAL,JAWA TENGAH,3,Medium Demand,1
400,0,1,1000,15000,33000,16000,0.0,0.48484848484848486,0,1,2024,9,Mangkok Sambal / Saus,Hemat Kargo-SPX Hemat,Online Payment,KAB. SEMARANG,JAWA TENGAH,2,Medium Demand,1
2000,0,1,0,10000,36880,10000,0.0,0.27114967462039047,1,1,2024,9,Celengan,Reguler (Cashless)-SPX Standard,COD (Bayar di Tempat),KOTA BEKASI,JAWA BARAT,2,Medium Demand,1
3000,0,1,0,24000,211585,24000,0.0,0.11342959094453765,0,1,2024,9,Other,Hemat Kargo-SPX Hemat,SPayLater,KAB. BEKASI,JAWA BARAT,1,Low Demand,0
2370,0,3,8000,0,48000,8000,0.0,0.16666666666666666,0,0,2024,9,"Botol / Gelas / Mug, Gantungan Baju / Hanger, Saringan / Strainer",Hemat Kargo-SPX Hemat,SeaBank Bayar Instan,KOTA JAKARTA UTARA,DKI JAKARTA,3,Medium Demand,1
3000,0,1,8000,40000,95625,48000,0.0,0.5019607843137255,0,1,2024,9,Baskom / Mangkok Besar,Hemat Kargo-SPX Hemat,SeaBank Bayar Instan,KOTA BANDAR LAMPUNG,LAMPUNG,1,Low Demand,0
4200,0,1,2000,30000,131533,32000,0.0,0.24328495510632311,0,1,2024,9,Lunch Box / Rantang,Hemat Kargo-SPX Hemat,SeaBank Bayar Instan,KOTA JAKARTA UTARA,DKI JAKARTA,7,High Demand,2
200,0,1,500,10000,17640,10500,0.0,0.5952380952380952,1,1,2024,9,Mangkok Sambal / Saus,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. BANDUNG,JAWA BARAT,1,Low Demand,0
600,0,1,0,9000,16120,9000,0.0,0.5583126550868487,1,1,2024,9,Baskom / Mangkok Besar,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. BANDUNG BARAT,JAWA BARAT,1,Low Demand,0
500,0,1,0,10000,18067,10000,0.0,0.553495322964521,1,1,2024,9,Celengan,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KOTA BANDUNG,JAWA BARAT,1,Low Demand,0
300,0,1,0,9500,10000,9500,0.0,0.95,0,1,2024,9,Keranjang,Reguler (Cashless)-SPX Standard,SeaBank Bayar Instan,KOTA DEPOK,JAWA BARAT,1,Low Demand,0
600,0,1,12400,25000,60696,37400,0.0,0.616185580598392,1,1,2024,9,Mangkok Sambal / Saus,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. ROKAN HULU,RIAU,3,Medium Demand,1
1800,0,1,0,10000,47800,10000,0.0,0.20920502092050208,1,1,2024,9,Mangkok Sambal / Saus,Reguler (Cashless)-SPX Standard,COD (Bayar di Tempat),KOTA JAKARTA SELATAN,DKI JAKARTA,3,Medium Demand,1
2000,0,1,1000,15000,35900,16000,0.0,0.4456824512534819,0,1,2024,9,Celengan,Hemat Kargo-SPX Hemat,SeaBank Bayar Instan,KAB. SUMEDANG,JAWA BARAT,2,Medium Demand,1
2020,0,2,0,13000,87970,13000,0.0,0.14777765147209276,1,1,2024,9,"Other, Perlengkapan Packing",Reguler (Cashless)-SPX Standard,COD (Bayar di Tempat),KOTA BANDUNG,JAWA BARAT,2,Medium Demand,1
300,0,1,0,9500,17000,9500,0.0,0.5588235294117647,1,1,2024,9,Peralatan Kamar Mandi,Reguler (Cashless)-SPX Standard,COD (Bayar di Tempat),KAB. BOGOR,JAWA BARAT,1,Low Demand,0
600,0,1,1000,15000,48000,16000,0.0,0.3333333333333333,0,1,2024,9,Mangkok Sambal / Saus,Hemat Kargo-SPX Hemat,Saldo ShopeePay,KAB. SLEMAN,DI YOGYAKARTA,3,Medium Demand,1
500,0,1,27500,10000,46500,37500,0.0,0.8064516129032258,0,1,2024,9,Celengan,Hemat Kargo-SPX Hemat,Saldo ShopeePay,KAB. BANGKA TENGAH,BANGKA BELITUNG,1,Low Demand,0
1600,0,1,0,20000,59128,20000,0.0,0.33824922202678936,0,1,2024,9,Piring,Reguler (Cashless)-SPX Standard,SeaBank Bayar Instan,KOTA BEKASI,JAWA BARAT,4,High Demand,2
15930,0,2,0,17000,55935,17000,0.0,0.30392419772950746,0,1,2024,9,"Baskom / Mangkok Besar, Perlengkapan Packing",Reguler (Cashless)-SPX Standard,Online Payment,KAB. CILACAP,JAWA TENGAH,9,High Demand,2
400,0,1,0,8000,32000,8000,0.0,0.25,0,1,2024,9,Mangkok Sambal / Saus,Hemat Kargo-SPX Hemat,Online Payment,KOTA JAKARTA BARAT,DKI JAKARTA,2,Medium Demand,1
2300,0,2,5500,10000,31460,15500,0.0,0.4926891290527654,0,1,2024,9,"Nampan / Tray, Tempat Nasi",Hemat Kargo-SPX Hemat,Saldo ShopeePay,KAB. SLEMAN,DI YOGYAKARTA,2,Medium Demand,1
500,0,1,1000,15000,19720,16000,0.0,0.8113590263691683,1,1,2024,9,Celengan,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. BREBES,JAWA TENGAH,1,Low Demand,0
24000,0,1,344000,40000,3076000,384000,0.0,0.12483745123537061,0,1,2024,9,Seal / Baut / Roof,Hemat Kargo-SPX Hemat,Saldo ShopeePay,KAB. BANYUMAS,JAWA TENGAH,2,Medium Demand,1
1200,0,1,0,10000,25000,10000,0.0,0.4,0,1,2024,9,Baskom / Mangkok Besar,Reguler (Cashless)-SPX Standard,Saldo ShopeePay,KAB. TANGERANG,BANTEN,1,Low Demand,0
2000,0,1,0,20000,67000,20000,0.0,0.29850746268656714,0,1,2024,9,Nampan / Tray,Reguler (Cashless)-SPX Standard,Online Payment,KOTA JAKARTA TIMUR,DKI JAKARTA,10,High Demand,2
9000,0,1,29201,0,109201,29201,0.0,0.2674059761357497,0,0,2024,9,Baskom / Mangkok Besar,Kargo-JNE Trucking (JTR),Online Payment,KAB. BANDUNG,JAWA BARAT,3,Medium Demand,1
500,0,1,0,8000,6200,8000,0.0,1.2903225806451613,1,1,2024,9,Gayung,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KOTA BEKASI,JAWA BARAT,1,Low Demand,0
1200,0,1,12500,20000,93690,32500,0.0,0.3468886754189348,1,1,2024,9,Lunch Box / Rantang,Hemat Kargo-J&T Economy,COD (Bayar di Tempat),KAB. SIDENRENG RAPPANG/RAPANG,SULAWESI SELATAN,1,Low Demand,0
200,0,1,0,9500,8341,9500,0.0,1.1389521640091116,0,1,2024,9,Botol / Gelas / Mug,Reguler (Cashless)-SPX Standard,SPayLater,KOTA DEPOK,JAWA BARAT,1,Low Demand,0
80,0,1,8000,0,14000,8000,0.0,0.5714285714285714,0,0,2024,9,Aksesoris Pintu,Hemat Kargo-SPX Hemat,SeaBank Bayar Instan,KAB. BOGOR,JAWA BARAT,1,Low Demand,0
100,0,1,0,9500,9098,9500,0.0,1.0441855352824796,0,1,2024,9,Aksesoris Pintu,Reguler (Cashless)-JNE Reguler,Saldo ShopeePay,KOTA TANGERANG,BANTEN,1,Low Demand,0
2000,0,1,12300,20000,47300,32300,0.0,0.6828752642706131,0,1,2024,9,Celengan,Hemat Kargo-SPX Hemat,Saldo ShopeePay,KAB. LAMPUNG TIMUR,LAMPUNG,2,Medium Demand,1
1000,0,1,1500,10000,48360,11500,0.0,0.23779983457402812,1,1,2024,9,Perlengkapan Packing,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. PURWAKARTA,JAWA BARAT,1,Low Demand,0
200,0,1,0,19000,15742,19000,0.0,1.206962266548088,0,1,2024,9,Plastik / Wadah Plastik,Reguler (Cashless)-SPX Standard,Saldo ShopeePay,KOTA BANDAR LAMPUNG,LAMPUNG,1,Low Demand,0
3060,0,2,15000,20000,55800,35000,0.0,0.6272401433691757,0,1,2024,9,"Celengan, Perlengkapan Packing",Reguler (Cashless)-SPX Standard,Saldo ShopeePay,KOTA BATAM,KEPULAUAN RIAU,4,High Demand,2
80,0,1,0,8000,6720,8000,0.0,1.1904761904761905,1,1,2024,9,Aksesoris Pintu,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. TANGERANG,BANTEN,1,Low Demand,0
15000,0,1,19900,20000,311979,39900,0.0,0.1278932235823565,0,1,2024,9,Lunch Box / Rantang,Kargo-JNE Trucking (JTR),SPayLater,KOTA SURABAYA,JAWA TIMUR,30,High Demand,2
500,0,1,8000,0,25560,8000,0.0,0.3129890453834116,0,0,2024,9,Celengan,Hemat Kargo-SPX Hemat,Saldo ShopeePay,KOTA DEPOK,JAWA BARAT,1,Low Demand,0
2600,0,2,0,16000,36880,16000,0.0,0.43383947939262474,1,1,2024,9,"Baskom / Mangkok Besar, Piring",Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KOTA BANDAR LAMPUNG,LAMPUNG,2,Medium Demand,1
10500,0,1,4000,20000,112875,24000,0.0,0.21262458471760798,0,1,2024,9,Baskom / Mangkok Besar,Hemat Kargo-SPX Hemat,Saldo ShopeePay,KAB. TANGERANG,BANTEN,3,Medium Demand,1
500,0,1,0,10000,18680,10000,0.0,0.5353319057815846,1,1,2024,9,Celengan,Reguler (Cashless)-SPX Standard,COD (Bayar di Tempat),KOTA JAKARTA TIMUR,DKI JAKARTA,1,Low Demand,0
200,0,1,6000,10000,26071,16000,0.0,0.6137087184994822,0,1,2024,9,Peralatan Kamar Mandi,Hemat Kargo-SPX Hemat,SPayLater,KAB. GRESIK,JAWA TIMUR,2,Medium Demand,1
1000,0,1,18500,20000,52272,38500,0.0,0.7365319865319865,0,1,2024,9,Celengan,Hemat Kargo-SPX Hemat,Saldo ShopeePay,KAB. KOTA WARINGIN TIMUR,KALIMANTAN TENGAH,2,Medium Demand,1
500,0,1,8000,0,27390,8000,0.0,0.29207740051113545,1,0,2024,9,Celengan,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KOTA DEPOK,JAWA BARAT,1,Low Demand,0
200,0,1,0,8000,16600,8000,0.0,0.4819277108433735,1,1,2024,9,Mangkok Sambal / Saus,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KOTA TANGERANG,BANTEN,1,Low Demand,0
